noisy_path,clean_path
data/evaluation/noisy/sample2123.wav,data/evaluation/clean/sample2123.wav
data/evaluation/noisy/sample10743.wav,data/evaluation/clean/sample10743.wav
data/evaluation/noisy/sample13137.wav,data/evaluation/clean/sample13137.wav
data/evaluation/noisy/sample4646.wav,data/evaluation/clean/sample4646.wav
data/evaluation/noisy/sample10374.wav,data/evaluation/clean/sample10374.wav
data/evaluation/noisy/sample22454.wav,data/evaluation/clean/sample22454.wav
data/evaluation/noisy/sample18430.wav,data/evaluation/clean/sample18430.wav
data/evaluation/noisy/sample4976.wav,data/evaluation/clean/sample4976.wav
data/evaluation/noisy/sample22309.wav,data/evaluation/clean/sample22309.wav
data/evaluation/noisy/sample3397.wav,data/evaluation/clean/sample3397.wav
data/evaluation/noisy/sample5812.wav,data/evaluation/clean/sample5812.wav
data/evaluation/noisy/sample20386.wav,data/evaluation/clean/sample20386.wav
data/evaluation/noisy/sample13400.wav,data/evaluation/clean/sample13400.wav
data/evaluation/noisy/sample19505.wav,data/evaluation/clean/sample19505.wav
data/evaluation/noisy/sample5229.wav,data/evaluation/clean/sample5229.wav
data/evaluation/noisy/sample7616.wav,data/evaluation/clean/sample7616.wav
data/evaluation/noisy/sample15241.wav,data/evaluation/clean/sample15241.wav
data/evaluation/noisy/sample13910.wav,data/evaluation/clean/sample13910.wav
data/evaluation/noisy/sample20180.wav,data/evaluation/clean/sample20180.wav
data/evaluation/noisy/sample6080.wav,data/evaluation/clean/sample6080.wav
data/evaluation/noisy/sample16182.wav,data/evaluation/clean/sample16182.wav
data/evaluation/noisy/sample15922.wav,data/evaluation/clean/sample15922.wav
data/evaluation/noisy/sample16407.wav,data/evaluation/clean/sample16407.wav
data/evaluation/noisy/sample5556.wav,data/evaluation/clean/sample5556.wav
data/evaluation/noisy/sample9526.wav,data/evaluation/clean/sample9526.wav
data/evaluation/noisy/sample5386.wav,data/evaluation/clean/sample5386.wav
data/evaluation/noisy/sample18813.wav,data/evaluation/clean/sample18813.wav
data/evaluation/noisy/sample4338.wav,data/evaluation/clean/sample4338.wav
data/evaluation/noisy/sample2217.wav,data/evaluation/clean/sample2217.wav
data/evaluation/noisy/sample14072.wav,data/evaluation/clean/sample14072.wav
data/evaluation/noisy/sample13931.wav,data/evaluation/clean/sample13931.wav
data/evaluation/noisy/sample2585.wav,data/evaluation/clean/sample2585.wav
data/evaluation/noisy/sample18674.wav,data/evaluation/clean/sample18674.wav
data/evaluation/noisy/sample20108.wav,data/evaluation/clean/sample20108.wav
data/evaluation/noisy/sample21731.wav,data/evaluation/clean/sample21731.wav
data/evaluation/noisy/sample18067.wav,data/evaluation/clean/sample18067.wav
data/evaluation/noisy/sample725.wav,data/evaluation/clean/sample725.wav
data/evaluation/noisy/sample8352.wav,data/evaluation/clean/sample8352.wav
data/evaluation/noisy/sample21341.wav,data/evaluation/clean/sample21341.wav
data/evaluation/noisy/sample4097.wav,data/evaluation/clean/sample4097.wav
data/evaluation/noisy/sample19490.wav,data/evaluation/clean/sample19490.wav
data/evaluation/noisy/sample8433.wav,data/evaluation/clean/sample8433.wav
data/evaluation/noisy/sample13051.wav,data/evaluation/clean/sample13051.wav
data/evaluation/noisy/sample13784.wav,data/evaluation/clean/sample13784.wav
data/evaluation/noisy/sample15119.wav,data/evaluation/clean/sample15119.wav
data/evaluation/noisy/sample15223.wav,data/evaluation/clean/sample15223.wav
data/evaluation/noisy/sample5987.wav,data/evaluation/clean/sample5987.wav
data/evaluation/noisy/sample7212.wav,data/evaluation/clean/sample7212.wav
data/evaluation/noisy/sample22762.wav,data/evaluation/clean/sample22762.wav
data/evaluation/noisy/sample7962.wav,data/evaluation/clean/sample7962.wav
data/evaluation/noisy/sample1143.wav,data/evaluation/clean/sample1143.wav
data/evaluation/noisy/sample984.wav,data/evaluation/clean/sample984.wav
data/evaluation/noisy/sample10125.wav,data/evaluation/clean/sample10125.wav
data/evaluation/noisy/sample3941.wav,data/evaluation/clean/sample3941.wav
data/evaluation/noisy/sample13969.wav,data/evaluation/clean/sample13969.wav
data/evaluation/noisy/sample41.wav,data/evaluation/clean/sample41.wav
data/evaluation/noisy/sample2719.wav,data/evaluation/clean/sample2719.wav
data/evaluation/noisy/sample845.wav,data/evaluation/clean/sample845.wav
data/evaluation/noisy/sample13631.wav,data/evaluation/clean/sample13631.wav
data/evaluation/noisy/sample11369.wav,data/evaluation/clean/sample11369.wav
data/evaluation/noisy/sample22220.wav,data/evaluation/clean/sample22220.wav
data/evaluation/noisy/sample13176.wav,data/evaluation/clean/sample13176.wav
data/evaluation/noisy/sample6503.wav,data/evaluation/clean/sample6503.wav
data/evaluation/noisy/sample6179.wav,data/evaluation/clean/sample6179.wav
data/evaluation/noisy/sample2709.wav,data/evaluation/clean/sample2709.wav
data/evaluation/noisy/sample16356.wav,data/evaluation/clean/sample16356.wav
data/evaluation/noisy/sample6485.wav,data/evaluation/clean/sample6485.wav
data/evaluation/noisy/sample6730.wav,data/evaluation/clean/sample6730.wav
data/evaluation/noisy/sample15529.wav,data/evaluation/clean/sample15529.wav
data/evaluation/noisy/sample15776.wav,data/evaluation/clean/sample15776.wav
data/evaluation/noisy/sample17498.wav,data/evaluation/clean/sample17498.wav
data/evaluation/noisy/sample13151.wav,data/evaluation/clean/sample13151.wav
data/evaluation/noisy/sample22066.wav,data/evaluation/clean/sample22066.wav
data/evaluation/noisy/sample1414.wav,data/evaluation/clean/sample1414.wav
data/evaluation/noisy/sample3752.wav,data/evaluation/clean/sample3752.wav
data/evaluation/noisy/sample1484.wav,data/evaluation/clean/sample1484.wav
data/evaluation/noisy/sample11348.wav,data/evaluation/clean/sample11348.wav
data/evaluation/noisy/sample13132.wav,data/evaluation/clean/sample13132.wav
data/evaluation/noisy/sample21023.wav,data/evaluation/clean/sample21023.wav
data/evaluation/noisy/sample4624.wav,data/evaluation/clean/sample4624.wav
data/evaluation/noisy/sample5382.wav,data/evaluation/clean/sample5382.wav
data/evaluation/noisy/sample18609.wav,data/evaluation/clean/sample18609.wav
data/evaluation/noisy/sample20471.wav,data/evaluation/clean/sample20471.wav
data/evaluation/noisy/sample20064.wav,data/evaluation/clean/sample20064.wav
data/evaluation/noisy/sample10061.wav,data/evaluation/clean/sample10061.wav
data/evaluation/noisy/sample16538.wav,data/evaluation/clean/sample16538.wav
data/evaluation/noisy/sample12871.wav,data/evaluation/clean/sample12871.wav
data/evaluation/noisy/sample8514.wav,data/evaluation/clean/sample8514.wav
data/evaluation/noisy/sample2576.wav,data/evaluation/clean/sample2576.wav
data/evaluation/noisy/sample8177.wav,data/evaluation/clean/sample8177.wav
data/evaluation/noisy/sample3183.wav,data/evaluation/clean/sample3183.wav
data/evaluation/noisy/sample5750.wav,data/evaluation/clean/sample5750.wav
data/evaluation/noisy/sample8971.wav,data/evaluation/clean/sample8971.wav
data/evaluation/noisy/sample2632.wav,data/evaluation/clean/sample2632.wav
data/evaluation/noisy/sample9571.wav,data/evaluation/clean/sample9571.wav
data/evaluation/noisy/sample11599.wav,data/evaluation/clean/sample11599.wav
data/evaluation/noisy/sample20713.wav,data/evaluation/clean/sample20713.wav
data/evaluation/noisy/sample2005.wav,data/evaluation/clean/sample2005.wav
data/evaluation/noisy/sample2685.wav,data/evaluation/clean/sample2685.wav
data/evaluation/noisy/sample8438.wav,data/evaluation/clean/sample8438.wav
data/evaluation/noisy/sample5814.wav,data/evaluation/clean/sample5814.wav
data/evaluation/noisy/sample4221.wav,data/evaluation/clean/sample4221.wav
data/evaluation/noisy/sample18982.wav,data/evaluation/clean/sample18982.wav
data/evaluation/noisy/sample9881.wav,data/evaluation/clean/sample9881.wav
data/evaluation/noisy/sample10001.wav,data/evaluation/clean/sample10001.wav
data/evaluation/noisy/sample5423.wav,data/evaluation/clean/sample5423.wav
data/evaluation/noisy/sample5661.wav,data/evaluation/clean/sample5661.wav
data/evaluation/noisy/sample11054.wav,data/evaluation/clean/sample11054.wav
data/evaluation/noisy/sample22158.wav,data/evaluation/clean/sample22158.wav
data/evaluation/noisy/sample21896.wav,data/evaluation/clean/sample21896.wav
data/evaluation/noisy/sample13024.wav,data/evaluation/clean/sample13024.wav
data/evaluation/noisy/sample10521.wav,data/evaluation/clean/sample10521.wav
data/evaluation/noisy/sample7045.wav,data/evaluation/clean/sample7045.wav
data/evaluation/noisy/sample13499.wav,data/evaluation/clean/sample13499.wav
data/evaluation/noisy/sample19319.wav,data/evaluation/clean/sample19319.wav
data/evaluation/noisy/sample2414.wav,data/evaluation/clean/sample2414.wav
data/evaluation/noisy/sample3930.wav,data/evaluation/clean/sample3930.wav
data/evaluation/noisy/sample6193.wav,data/evaluation/clean/sample6193.wav
data/evaluation/noisy/sample2445.wav,data/evaluation/clean/sample2445.wav
data/evaluation/noisy/sample8369.wav,data/evaluation/clean/sample8369.wav
data/evaluation/noisy/sample277.wav,data/evaluation/clean/sample277.wav
data/evaluation/noisy/sample12322.wav,data/evaluation/clean/sample12322.wav
data/evaluation/noisy/sample16929.wav,data/evaluation/clean/sample16929.wav
data/evaluation/noisy/sample21891.wav,data/evaluation/clean/sample21891.wav
data/evaluation/noisy/sample21164.wav,data/evaluation/clean/sample21164.wav
data/evaluation/noisy/sample5465.wav,data/evaluation/clean/sample5465.wav
data/evaluation/noisy/sample7651.wav,data/evaluation/clean/sample7651.wav
data/evaluation/noisy/sample4180.wav,data/evaluation/clean/sample4180.wav
data/evaluation/noisy/sample11482.wav,data/evaluation/clean/sample11482.wav
data/evaluation/noisy/sample9087.wav,data/evaluation/clean/sample9087.wav
data/evaluation/noisy/sample9410.wav,data/evaluation/clean/sample9410.wav
data/evaluation/noisy/sample17101.wav,data/evaluation/clean/sample17101.wav
data/evaluation/noisy/sample19454.wav,data/evaluation/clean/sample19454.wav
data/evaluation/noisy/sample373.wav,data/evaluation/clean/sample373.wav
data/evaluation/noisy/sample12205.wav,data/evaluation/clean/sample12205.wav
data/evaluation/noisy/sample14876.wav,data/evaluation/clean/sample14876.wav
data/evaluation/noisy/sample3853.wav,data/evaluation/clean/sample3853.wav
data/evaluation/noisy/sample307.wav,data/evaluation/clean/sample307.wav
data/evaluation/noisy/sample414.wav,data/evaluation/clean/sample414.wav
data/evaluation/noisy/sample14626.wav,data/evaluation/clean/sample14626.wav
data/evaluation/noisy/sample10340.wav,data/evaluation/clean/sample10340.wav
data/evaluation/noisy/sample6928.wav,data/evaluation/clean/sample6928.wav
data/evaluation/noisy/sample5697.wav,data/evaluation/clean/sample5697.wav
data/evaluation/noisy/sample14382.wav,data/evaluation/clean/sample14382.wav
data/evaluation/noisy/sample21348.wav,data/evaluation/clean/sample21348.wav
data/evaluation/noisy/sample20194.wav,data/evaluation/clean/sample20194.wav
data/evaluation/noisy/sample3442.wav,data/evaluation/clean/sample3442.wav
data/evaluation/noisy/sample17329.wav,data/evaluation/clean/sample17329.wav
data/evaluation/noisy/sample22763.wav,data/evaluation/clean/sample22763.wav
data/evaluation/noisy/sample7058.wav,data/evaluation/clean/sample7058.wav
data/evaluation/noisy/sample4658.wav,data/evaluation/clean/sample4658.wav
data/evaluation/noisy/sample4539.wav,data/evaluation/clean/sample4539.wav
data/evaluation/noisy/sample19976.wav,data/evaluation/clean/sample19976.wav
data/evaluation/noisy/sample16603.wav,data/evaluation/clean/sample16603.wav
data/evaluation/noisy/sample5894.wav,data/evaluation/clean/sample5894.wav
data/evaluation/noisy/sample4708.wav,data/evaluation/clean/sample4708.wav
data/evaluation/noisy/sample64.wav,data/evaluation/clean/sample64.wav
data/evaluation/noisy/sample19265.wav,data/evaluation/clean/sample19265.wav
data/evaluation/noisy/sample17713.wav,data/evaluation/clean/sample17713.wav
data/evaluation/noisy/sample7028.wav,data/evaluation/clean/sample7028.wav
data/evaluation/noisy/sample683.wav,data/evaluation/clean/sample683.wav
data/evaluation/noisy/sample22995.wav,data/evaluation/clean/sample22995.wav
data/evaluation/noisy/sample22126.wav,data/evaluation/clean/sample22126.wav
data/evaluation/noisy/sample13328.wav,data/evaluation/clean/sample13328.wav
data/evaluation/noisy/sample3625.wav,data/evaluation/clean/sample3625.wav
data/evaluation/noisy/sample3477.wav,data/evaluation/clean/sample3477.wav
data/evaluation/noisy/sample13851.wav,data/evaluation/clean/sample13851.wav
data/evaluation/noisy/sample10848.wav,data/evaluation/clean/sample10848.wav
data/evaluation/noisy/sample20573.wav,data/evaluation/clean/sample20573.wav
data/evaluation/noisy/sample21197.wav,data/evaluation/clean/sample21197.wav
data/evaluation/noisy/sample15343.wav,data/evaluation/clean/sample15343.wav
data/evaluation/noisy/sample9158.wav,data/evaluation/clean/sample9158.wav
data/evaluation/noisy/sample6009.wav,data/evaluation/clean/sample6009.wav
data/evaluation/noisy/sample3465.wav,data/evaluation/clean/sample3465.wav
data/evaluation/noisy/sample22267.wav,data/evaluation/clean/sample22267.wav
data/evaluation/noisy/sample13056.wav,data/evaluation/clean/sample13056.wav
data/evaluation/noisy/sample147.wav,data/evaluation/clean/sample147.wav
data/evaluation/noisy/sample9732.wav,data/evaluation/clean/sample9732.wav
data/evaluation/noisy/sample13906.wav,data/evaluation/clean/sample13906.wav
data/evaluation/noisy/sample13331.wav,data/evaluation/clean/sample13331.wav
data/evaluation/noisy/sample14917.wav,data/evaluation/clean/sample14917.wav
data/evaluation/noisy/sample22435.wav,data/evaluation/clean/sample22435.wav
data/evaluation/noisy/sample3334.wav,data/evaluation/clean/sample3334.wav
data/evaluation/noisy/sample21373.wav,data/evaluation/clean/sample21373.wav
data/evaluation/noisy/sample18014.wav,data/evaluation/clean/sample18014.wav
data/evaluation/noisy/sample7005.wav,data/evaluation/clean/sample7005.wav
data/evaluation/noisy/sample21801.wav,data/evaluation/clean/sample21801.wav
data/evaluation/noisy/sample8613.wav,data/evaluation/clean/sample8613.wav
data/evaluation/noisy/sample13355.wav,data/evaluation/clean/sample13355.wav
data/evaluation/noisy/sample15391.wav,data/evaluation/clean/sample15391.wav
data/evaluation/noisy/sample6158.wav,data/evaluation/clean/sample6158.wav
data/evaluation/noisy/sample8660.wav,data/evaluation/clean/sample8660.wav
data/evaluation/noisy/sample12739.wav,data/evaluation/clean/sample12739.wav
data/evaluation/noisy/sample17910.wav,data/evaluation/clean/sample17910.wav
data/evaluation/noisy/sample22907.wav,data/evaluation/clean/sample22907.wav
data/evaluation/noisy/sample20541.wav,data/evaluation/clean/sample20541.wav
data/evaluation/noisy/sample19691.wav,data/evaluation/clean/sample19691.wav
data/evaluation/noisy/sample79.wav,data/evaluation/clean/sample79.wav
data/evaluation/noisy/sample9419.wav,data/evaluation/clean/sample9419.wav
data/evaluation/noisy/sample9616.wav,data/evaluation/clean/sample9616.wav
data/evaluation/noisy/sample11350.wav,data/evaluation/clean/sample11350.wav
data/evaluation/noisy/sample128.wav,data/evaluation/clean/sample128.wav
data/evaluation/noisy/sample13415.wav,data/evaluation/clean/sample13415.wav
data/evaluation/noisy/sample22561.wav,data/evaluation/clean/sample22561.wav
data/evaluation/noisy/sample1922.wav,data/evaluation/clean/sample1922.wav
data/evaluation/noisy/sample20620.wav,data/evaluation/clean/sample20620.wav
data/evaluation/noisy/sample18568.wav,data/evaluation/clean/sample18568.wav
data/evaluation/noisy/sample11160.wav,data/evaluation/clean/sample11160.wav
data/evaluation/noisy/sample1515.wav,data/evaluation/clean/sample1515.wav
data/evaluation/noisy/sample12941.wav,data/evaluation/clean/sample12941.wav
data/evaluation/noisy/sample11475.wav,data/evaluation/clean/sample11475.wav
data/evaluation/noisy/sample881.wav,data/evaluation/clean/sample881.wav
data/evaluation/noisy/sample17788.wav,data/evaluation/clean/sample17788.wav
data/evaluation/noisy/sample18729.wav,data/evaluation/clean/sample18729.wav
data/evaluation/noisy/sample680.wav,data/evaluation/clean/sample680.wav
data/evaluation/noisy/sample16815.wav,data/evaluation/clean/sample16815.wav
data/evaluation/noisy/sample17545.wav,data/evaluation/clean/sample17545.wav
data/evaluation/noisy/sample12986.wav,data/evaluation/clean/sample12986.wav
data/evaluation/noisy/sample9147.wav,data/evaluation/clean/sample9147.wav
data/evaluation/noisy/sample4320.wav,data/evaluation/clean/sample4320.wav
data/evaluation/noisy/sample12654.wav,data/evaluation/clean/sample12654.wav
data/evaluation/noisy/sample14397.wav,data/evaluation/clean/sample14397.wav
data/evaluation/noisy/sample3801.wav,data/evaluation/clean/sample3801.wav
data/evaluation/noisy/sample13254.wav,data/evaluation/clean/sample13254.wav
data/evaluation/noisy/sample12622.wav,data/evaluation/clean/sample12622.wav
data/evaluation/noisy/sample10373.wav,data/evaluation/clean/sample10373.wav
data/evaluation/noisy/sample10078.wav,data/evaluation/clean/sample10078.wav
data/evaluation/noisy/sample16914.wav,data/evaluation/clean/sample16914.wav
data/evaluation/noisy/sample19749.wav,data/evaluation/clean/sample19749.wav
data/evaluation/noisy/sample3405.wav,data/evaluation/clean/sample3405.wav
data/evaluation/noisy/sample16122.wav,data/evaluation/clean/sample16122.wav
data/evaluation/noisy/sample3869.wav,data/evaluation/clean/sample3869.wav
data/evaluation/noisy/sample5396.wav,data/evaluation/clean/sample5396.wav
data/evaluation/noisy/sample8861.wav,data/evaluation/clean/sample8861.wav
data/evaluation/noisy/sample14728.wav,data/evaluation/clean/sample14728.wav
data/evaluation/noisy/sample7376.wav,data/evaluation/clean/sample7376.wav
data/evaluation/noisy/sample22081.wav,data/evaluation/clean/sample22081.wav
data/evaluation/noisy/sample20553.wav,data/evaluation/clean/sample20553.wav
data/evaluation/noisy/sample15946.wav,data/evaluation/clean/sample15946.wav
data/evaluation/noisy/sample4659.wav,data/evaluation/clean/sample4659.wav
data/evaluation/noisy/sample17754.wav,data/evaluation/clean/sample17754.wav
data/evaluation/noisy/sample1589.wav,data/evaluation/clean/sample1589.wav
data/evaluation/noisy/sample15857.wav,data/evaluation/clean/sample15857.wav
data/evaluation/noisy/sample3909.wav,data/evaluation/clean/sample3909.wav
data/evaluation/noisy/sample13131.wav,data/evaluation/clean/sample13131.wav
data/evaluation/noisy/sample1336.wav,data/evaluation/clean/sample1336.wav
data/evaluation/noisy/sample18335.wav,data/evaluation/clean/sample18335.wav
data/evaluation/noisy/sample1347.wav,data/evaluation/clean/sample1347.wav
data/evaluation/noisy/sample4317.wav,data/evaluation/clean/sample4317.wav
data/evaluation/noisy/sample13091.wav,data/evaluation/clean/sample13091.wav
data/evaluation/noisy/sample2235.wav,data/evaluation/clean/sample2235.wav
data/evaluation/noisy/sample14042.wav,data/evaluation/clean/sample14042.wav
data/evaluation/noisy/sample17960.wav,data/evaluation/clean/sample17960.wav
data/evaluation/noisy/sample4575.wav,data/evaluation/clean/sample4575.wav
data/evaluation/noisy/sample12976.wav,data/evaluation/clean/sample12976.wav
data/evaluation/noisy/sample2241.wav,data/evaluation/clean/sample2241.wav
data/evaluation/noisy/sample18879.wav,data/evaluation/clean/sample18879.wav
data/evaluation/noisy/sample698.wav,data/evaluation/clean/sample698.wav
data/evaluation/noisy/sample16058.wav,data/evaluation/clean/sample16058.wav
data/evaluation/noisy/sample14513.wav,data/evaluation/clean/sample14513.wav
data/evaluation/noisy/sample3220.wav,data/evaluation/clean/sample3220.wav
data/evaluation/noisy/sample17451.wav,data/evaluation/clean/sample17451.wav
data/evaluation/noisy/sample5370.wav,data/evaluation/clean/sample5370.wav
data/evaluation/noisy/sample8828.wav,data/evaluation/clean/sample8828.wav
data/evaluation/noisy/sample21211.wav,data/evaluation/clean/sample21211.wav
data/evaluation/noisy/sample2333.wav,data/evaluation/clean/sample2333.wav
data/evaluation/noisy/sample6356.wav,data/evaluation/clean/sample6356.wav
data/evaluation/noisy/sample13412.wav,data/evaluation/clean/sample13412.wav
data/evaluation/noisy/sample1142.wav,data/evaluation/clean/sample1142.wav
data/evaluation/noisy/sample1058.wav,data/evaluation/clean/sample1058.wav
data/evaluation/noisy/sample6276.wav,data/evaluation/clean/sample6276.wav
data/evaluation/noisy/sample11411.wav,data/evaluation/clean/sample11411.wav
data/evaluation/noisy/sample11430.wav,data/evaluation/clean/sample11430.wav
data/evaluation/noisy/sample500.wav,data/evaluation/clean/sample500.wav
data/evaluation/noisy/sample17541.wav,data/evaluation/clean/sample17541.wav
data/evaluation/noisy/sample21062.wav,data/evaluation/clean/sample21062.wav
data/evaluation/noisy/sample111.wav,data/evaluation/clean/sample111.wav
data/evaluation/noisy/sample20809.wav,data/evaluation/clean/sample20809.wav
data/evaluation/noisy/sample6948.wav,data/evaluation/clean/sample6948.wav
data/evaluation/noisy/sample14982.wav,data/evaluation/clean/sample14982.wav
data/evaluation/noisy/sample4111.wav,data/evaluation/clean/sample4111.wav
data/evaluation/noisy/sample9163.wav,data/evaluation/clean/sample9163.wav
data/evaluation/noisy/sample16226.wav,data/evaluation/clean/sample16226.wav
data/evaluation/noisy/sample13868.wav,data/evaluation/clean/sample13868.wav
data/evaluation/noisy/sample16613.wav,data/evaluation/clean/sample16613.wav
data/evaluation/noisy/sample7345.wav,data/evaluation/clean/sample7345.wav
data/evaluation/noisy/sample10561.wav,data/evaluation/clean/sample10561.wav
data/evaluation/noisy/sample8281.wav,data/evaluation/clean/sample8281.wav
data/evaluation/noisy/sample14860.wav,data/evaluation/clean/sample14860.wav
data/evaluation/noisy/sample15555.wav,data/evaluation/clean/sample15555.wav
data/evaluation/noisy/sample20592.wav,data/evaluation/clean/sample20592.wav
data/evaluation/noisy/sample9299.wav,data/evaluation/clean/sample9299.wav
data/evaluation/noisy/sample20104.wav,data/evaluation/clean/sample20104.wav
data/evaluation/noisy/sample13944.wav,data/evaluation/clean/sample13944.wav
data/evaluation/noisy/sample22788.wav,data/evaluation/clean/sample22788.wav
data/evaluation/noisy/sample19962.wav,data/evaluation/clean/sample19962.wav
data/evaluation/noisy/sample4688.wav,data/evaluation/clean/sample4688.wav
data/evaluation/noisy/sample4574.wav,data/evaluation/clean/sample4574.wav
data/evaluation/noisy/sample2676.wav,data/evaluation/clean/sample2676.wav
data/evaluation/noisy/sample18575.wav,data/evaluation/clean/sample18575.wav
data/evaluation/noisy/sample18793.wav,data/evaluation/clean/sample18793.wav
data/evaluation/noisy/sample7522.wav,data/evaluation/clean/sample7522.wav
data/evaluation/noisy/sample11923.wav,data/evaluation/clean/sample11923.wav
data/evaluation/noisy/sample14923.wav,data/evaluation/clean/sample14923.wav
data/evaluation/noisy/sample19025.wav,data/evaluation/clean/sample19025.wav
data/evaluation/noisy/sample4074.wav,data/evaluation/clean/sample4074.wav
data/evaluation/noisy/sample7752.wav,data/evaluation/clean/sample7752.wav
data/evaluation/noisy/sample13026.wav,data/evaluation/clean/sample13026.wav
data/evaluation/noisy/sample1380.wav,data/evaluation/clean/sample1380.wav
data/evaluation/noisy/sample19201.wav,data/evaluation/clean/sample19201.wav
data/evaluation/noisy/sample20152.wav,data/evaluation/clean/sample20152.wav
data/evaluation/noisy/sample16671.wav,data/evaluation/clean/sample16671.wav
data/evaluation/noisy/sample17336.wav,data/evaluation/clean/sample17336.wav
data/evaluation/noisy/sample10119.wav,data/evaluation/clean/sample10119.wav
data/evaluation/noisy/sample10526.wav,data/evaluation/clean/sample10526.wav
data/evaluation/noisy/sample15618.wav,data/evaluation/clean/sample15618.wav
data/evaluation/noisy/sample4891.wav,data/evaluation/clean/sample4891.wav
data/evaluation/noisy/sample19500.wav,data/evaluation/clean/sample19500.wav
data/evaluation/noisy/sample7771.wav,data/evaluation/clean/sample7771.wav
data/evaluation/noisy/sample2100.wav,data/evaluation/clean/sample2100.wav
data/evaluation/noisy/sample1588.wav,data/evaluation/clean/sample1588.wav
data/evaluation/noisy/sample4972.wav,data/evaluation/clean/sample4972.wav
